geoid,name,B08006001,"B08006001, Error",B08006002,"B08006002, Error",B08006003,"B08006003, Error",B08006004,"B08006004, Error",B08006005,"B08006005, Error",B08006006,"B08006006, Error",B08006007,"B08006007, Error",B08006008,"B08006008, Error",B08006009,"B08006009, Error",B08006010,"B08006010, Error",B08006011,"B08006011, Error",B08006012,"B08006012, Error",B08006013,"B08006013, Error",B08006014,"B08006014, Error",B08006015,"B08006015, Error",B08006016,"B08006016, Error",B08006017,"B08006017, Error",B08006018,"B08006018, Error",B08006019,"B08006019, Error",B08006020,"B08006020, Error",B08006021,"B08006021, Error",B08006022,"B08006022, Error",B08006023,"B08006023, Error",B08006024,"B08006024, Error",B08006025,"B08006025, Error",B08006026,"B08006026, Error",B08006027,"B08006027, Error",B08006028,"B08006028, Error",B08006029,"B08006029, Error",B08006030,"B08006030, Error",B08006031,"B08006031, Error",B08006032,"B08006032, Error",B08006033,"B08006033, Error",B08006034,"B08006034, Error",B08006035,"B08006035, Error",B08006036,"B08006036, Error",B08006037,"B08006037, Error",B08006038,"B08006038, Error",B08006039,"B08006039, Error",B08006040,"B08006040, Error",B08006041,"B08006041, Error",B08006042,"B08006042, Error",B08006043,"B08006043, Error",B08006044,"B08006044, Error",B08006045,"B08006045, Error",B08006046,"B08006046, Error",B08006047,"B08006047, Error",B08006048,"B08006048, Error",B08006049,"B08006049, Error",B08006050,"B08006050, Error",B08006051,"B08006051, Error"
86000US75407,"75407",13503,787,11776,808,10028,857,1748,403,1442,396,121,94,185,131,38,54,0,28,0,28,0,28,0,28,38,54,0,28,143,156,178,102,1368,354,7853,645,7150,661,6207,643,943,324,776,320,14,23,153,126,0,28,0,28,0,28,0,28,0,28,0,28,0,28,31,43,88,56,584,214,5650,565,4626,521,3821,493,805,217,666,191,107,90,32,50,38,54,0,28,0,28,0,28,0,28,38,54,0,28,112,149,90,92,784,238
86000US75409,"75409",11594,1119,9924,1080,9031,1073,893,369,690,368,89,109,114,42,0,28,0,28,0,28,0,28,0,28,0,28,0,28,19,32,87,118,1564,484,6066,842,5580,817,5220,810,360,211,246,197,0,28,114,42,0,28,0,28,0,28,0,28,0,28,0,28,0,28,19,32,0,28,467,221,5528,700,4344,656,3811,634,533,273,444,269,89,109,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,87,118,1097,373
86000US75422,"75422",1198,287,1075,269,1023,264,52,33,50,33,2,3,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,6,10,22,24,95,60,608,158,548,150,496,149,52,33,50,33,2,3,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,18,19,42,36,590,175,527,170,527,170,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,6,10,4,7,53,35
86000US75423,"75423",1263,297,1099,287,835,238,264,211,208,200,56,70,0,15,23,30,23,30,0,15,0,15,0,15,0,15,0,15,0,15,21,21,120,76,789,228,702,218,477,127,225,211,171,199,54,70,0,15,23,30,23,30,0,15,0,15,0,15,0,15,0,15,0,15,21,21,43,50,474,150,397,139,358,141,39,31,37,31,2,4,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,77,57
86000US75424,"75424",1546,277,1239,266,1161,270,78,43,48,34,23,21,7,8,0,15,0,15,0,15,0,15,0,15,0,15,0,15,8,9,3,8,296,129,815,156,665,142,608,142,57,35,47,33,5,8,5,8,0,15,0,15,0,15,0,15,0,15,0,15,0,15,8,9,3,8,139,72,731,192,574,194,553,195,21,18,1,4,18,17,2,3,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,157,74
86000US75428,"75428",5054,445,3992,451,3685,459,307,163,247,160,60,63,0,23,3,8,3,8,0,23,0,23,0,23,0,23,78,58,435,205,100,88,446,178,2511,338,1986,304,1879,309,107,87,107,87,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,48,38,245,131,70,80,162,118,2543,308,2006,319,1806,304,200,110,140,101,60,63,0,23,3,8,3,8,0,23,0,23,0,23,0,23,30,30,190,106,30,36,284,145
86000US75433,"75433",1344,229,1134,201,1043,197,91,32,71,29,4,6,16,20,0,15,0,15,0,15,0,15,0,15,0,15,0,15,47,44,0,15,163,71,695,140,620,134,564,137,56,31,49,30,4,6,3,5,0,15,0,15,0,15,0,15,0,15,0,15,0,15,9,14,0,15,66,43,649,111,514,95,479,90,35,20,22,17,0,15,13,19,0,15,0,15,0,15,0,15,0,15,0,15,0,15,38,40,0,15,97,58
86000US75442,"75442",4591,617,3608,577,3140,573,468,290,435,287,33,53,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,98,94,60,85,825,283,2672,428,2193,433,1911,422,282,157,249,151,33,53,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,28,45,14,22,437,242,1919,362,1415,290,1229,293,186,150,186,150,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,70,83,46,82,388,158
86000US75449,"75449",392,110,277,81,256,78,21,17,21,17,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,3,9,64,78,48,24,242,87,148,51,145,51,3,7,3,7,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,64,78,30,21,150,51,129,45,111,42,18,16,18,16,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,3,9,0,15,18,11
86000US75452,"75452",2203,291,1977,270,1790,272,187,87,161,81,20,32,6,11,0,15,0,15,0,15,0,15,0,15,0,15,0,15,18,19,8,13,200,89,1313,187,1192,174,1070,175,122,77,102,70,20,32,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,18,19,0,15,103,77,890,146,785,139,720,139,65,44,59,43,0,15,6,11,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,8,13,97,54
86000US75453,"75453",1388,337,1210,290,1002,255,208,107,146,86,57,52,5,8,0,15,0,15,0,15,0,15,0,15,0,15,0,15,3,8,27,39,148,120,704,169,635,152,527,142,108,73,102,73,1,4,5,8,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,27,39,42,52,684,197,575,165,475,146,100,64,44,39,56,53,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,3,8,0,15,106,108
86000US75454,"75454",8418,666,6302,624,5247,727,1055,626,855,640,200,205,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,51,85,47,70,2018,522,4549,496,3185,383,2620,397,565,332,457,352,108,114,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,51,85,47,70,1266,428,3869,488,3117,409,2627,487,490,318,398,312,92,102,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,752,256
86000US75469,"75469",134,60,122,54,121,54,1,5,1,5,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,12,15,71,37,68,36,68,36,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,3,5,63,34,54,33,53,33,1,5,1,5,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,9,12
86000US75474,"75474",6937,691,5999,620,5205,597,794,266,582,210,2,6,210,174,0,23,0,23,0,23,0,23,0,23,0,23,0,23,56,53,60,40,822,301,3744,452,3374,430,2916,381,458,231,337,176,2,6,119,156,0,23,0,23,0,23,0,23,0,23,0,23,0,23,56,53,39,33,275,154,3193,371,2625,362,2289,340,336,145,245,116,0,23,91,79,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,21,15,547,200
86000US75491,"75491",2261,304,1982,299,1909,302,73,60,51,58,11,10,11,16,0,21,0,21,0,21,0,21,0,21,0,21,0,21,34,25,7,11,238,116,1303,213,1194,216,1151,217,43,31,24,27,8,9,11,16,0,21,0,21,0,21,0,21,0,21,0,21,0,21,14,19,0,21,95,60,958,172,788,167,758,164,30,35,27,35,3,5,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,20,17,7,11,143,73
86000US75495,"75495",4476,413,3513,462,3173,467,340,144,268,132,72,68,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,103,94,77,76,783,351,2434,330,1931,335,1773,311,158,106,148,104,10,15,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,2,5,73,76,428,206,2042,348,1582,345,1400,334,182,95,120,83,62,58,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,101,94,4,8,355,197
86000US75496,"75496",1549,301,1210,243,1133,237,77,45,50,31,10,11,17,29,76,94,76,94,0,15,0,15,0,15,0,15,0,15,24,20,66,56,173,109,728,135,530,104,506,103,24,30,24,30,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,9,9,55,53,134,105,821,245,680,195,627,189,53,40,26,21,10,11,17,29,76,94,76,94,0,15,0,15,0,15,0,15,0,15,15,17,11,12,39,31
86000US76001,"76001",17983,1473,15944,1426,14428,1330,1516,442,1128,360,303,210,85,61,8,12,0,31,0,31,8,12,0,31,0,31,0,31,112,63,117,86,1802,410,9415,827,8265,824,7858,808,407,166,271,147,82,64,54,47,8,12,0,31,0,31,8,12,0,31,0,31,0,31,63,44,49,49,1030,351,8568,790,7679,755,6570,695,1109,385,857,306,221,195,31,45,0,31,0,31,0,31,0,31,0,31,0,31,0,31,49,36,68,72,772,191
86000US76002,"76002",17130,1175,15092,1201,13385,1047,1707,461,1381,402,252,164,74,94,0,31,0,31,0,31,0,31,0,31,0,31,0,31,65,60,178,121,1795,485,8657,775,7583,774,6850,731,733,250,639,240,53,54,41,56,0,31,0,31,0,31,0,31,0,31,0,31,0,31,9,18,93,82,972,351,8473,715,7509,742,6535,651,974,372,742,332,199,157,33,90,0,31,0,31,0,31,0,31,0,31,0,31,0,31,56,53,85,69,823,266
86000US76006,"76006",15090,1007,12962,974,12248,919,714,265,579,252,54,62,81,78,105,90,61,75,0,28,44,46,0,28,0,28,0,28,87,79,253,202,1683,392,7779,797,6954,691,6596,670,358,142,259,122,40,59,59,71,76,83,43,70,0,28,33,41,0,28,0,28,0,28,62,64,38,40,649,253,7311,740,6008,703,5652,691,356,154,320,150,14,22,22,36,29,35,18,30,0,28,11,18,0,28,0,28,0,28,25,29,215,195,1034,329
86000US76008,"76008",11034,736,9311,719,8462,688,849,233,651,196,99,81,99,112,13,14,8,12,0,28,5,8,0,28,0,28,0,28,24,27,104,91,1582,293,6000,537,5075,527,4702,514,373,116,285,107,56,41,32,40,2,5,0,28,0,28,2,5,0,28,0,28,0,28,17,25,96,90,810,169,5034,456,4236,439,3760,466,476,170,366,147,43,49,67,73,11,13,8,12,0,28,3,4,0,28,0,28,0,28,7,11,8,14,772,210
86000US76009,"76009",8540,818,8004,809,7002,755,1002,313,818,269,174,116,10,16,0,23,0,23,0,23,0,23,0,23,0,23,0,23,145,110,115,110,276,125,5006,545,4714,562,4144,515,570,243,470,228,100,68,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,123,104,115,110,54,55,3534,495,3290,492,2858,474,432,171,348,148,74,79,10,16,0,23,0,23,0,23,0,23,0,23,0,23,0,23,22,37,0,23,222,111
86000US76010,"76010",25297,1250,22435,1127,18882,988,3553,648,2342,524,521,267,690,304,46,62,37,60,0,35,9,14,0,35,0,35,32,39,736,367,686,270,1362,317,15374,1013,13958,894,11676,801,2282,517,1419,427,335,218,528,257,37,60,37,60,0,35,0,35,0,35,0,35,32,39,471,310,449,215,427,158,9923,825,8477,836,7206,721,1271,367,923,287,186,142,162,118,9,14,0,35,0,35,9,14,0,35,0,35,0,35,265,145,237,138,935,292
86000US76011,"76011",12463,1040,10857,987,9763,919,1094,281,814,249,91,65,189,139,4,10,4,10,0,28,0,28,0,28,0,28,35,40,227,143,278,128,1062,341,6927,595,6215,560,5573,526,642,208,422,182,48,34,172,138,0,28,0,28,0,28,0,28,0,28,0,28,35,40,96,69,187,105,394,164,5536,670,4642,666,4190,621,452,177,392,162,43,55,17,28,4,10,4,10,0,28,0,28,0,28,0,28,0,28,131,105,91,76,668,273
86000US76012,"76012",13709,1395,11725,1493,10459,1395,1266,546,893,366,240,200,133,117,43,30,0,28,0,28,24,26,0,28,19,21,0,28,192,197,167,116,1582,271,7343,839,6248,931,5444,848,804,475,555,305,143,180,106,109,20,24,0,28,0,28,13,20,0,28,7,11,0,28,106,96,152,108,817,238,6366,764,5477,741,5015,728,462,168,338,143,97,62,27,34,23,17,0,28,0,28,11,16,0,28,12,18,0,28,86,105,15,23,765,164
86000US76013,"76013",17618,1247,14672,1106,13185,930,1487,505,1051,344,397,353,39,36,37,40,17,25,0,31,20,31,0,31,0,31,10,24,779,245,170,83,1950,417,8793,768,7135,614,6540,613,595,265,424,211,154,146,17,27,17,25,17,25,0,31,0,31,0,31,0,31,0,31,375,161,104,67,1162,370,8825,891,7537,881,6645,754,892,302,627,178,243,237,22,24,20,31,0,31,0,31,20,31,0,31,0,31,10,24,404,133,66,47,788,201
86000US76014,"76014",15538,959,14003,1017,12242,1015,1761,469,1397,398,172,147,192,192,168,157,90,106,0,31,0,31,0,31,78,122,0,31,60,70,363,171,944,293,8510,722,7855,669,6860,682,995,256,750,224,136,136,109,114,96,109,64,99,0,31,0,31,0,31,32,49,0,31,27,44,192,126,340,165,7028,689,6148,733,5382,685,766,309,647,284,36,44,83,91,72,84,26,41,0,31,0,31,0,31,46,75,0,31,33,53,171,121,604,231
86000US76015,"76015",9019,841,8098,839,7147,737,951,371,687,355,138,94,126,87,0,23,0,23,0,23,0,23,0,23,0,23,0,23,168,115,165,112,588,186,5022,620,4462,626,3933,465,529,312,365,296,52,60,112,78,0,23,0,23,0,23,0,23,0,23,0,23,0,23,140,86,108,83,312,137,3997,424,3636,426,3214,430,422,178,322,168,86,64,14,17,0,23,0,23,0,23,0,23,0,23,0,23,0,23,28,42,57,63,276,121
86000US76016,"76016",14973,1049,13008,1038,11850,1031,1158,344,771,264,246,216,141,101,12,17,0,31,0,31,5,14,0,31,7,11,0,31,80,63,27,33,1846,366,7830,653,7001,636,6416,625,585,229,354,152,142,148,89,66,12,17,0,31,0,31,5,14,0,31,7,11,0,31,49,52,27,33,741,213,7143,576,6007,553,5434,555,573,177,417,161,104,75,52,65,0,31,0,31,0,31,0,31,0,31,0,31,0,31,31,25,0,31,1105,306
86000US76017,"76017",24838,1404,21457,1277,18486,1162,2971,517,2051,454,578,250,342,209,2,6,2,6,0,31,0,31,0,31,0,31,8,13,167,147,500,212,2704,481,12924,1019,11533,972,9994,972,1539,331,974,233,348,240,217,136,0,31,0,31,0,31,0,31,0,31,0,31,8,13,114,134,189,127,1080,326,11914,858,9924,795,8492,689,1432,405,1077,388,230,92,125,78,2,6,2,6,0,31,0,31,0,31,0,31,0,31,53,56,311,184,1624,373
86000US76018,"76018",15099,1116,13169,1143,11814,1165,1355,331,827,226,363,168,165,174,1,6,1,6,0,28,0,28,0,28,0,28,8,13,0,28,363,225,1558,382,7499,674,6767,679,5931,687,836,267,391,155,337,165,108,128,1,6,1,6,0,28,0,28,0,28,0,28,0,28,0,28,159,148,572,191,7600,774,6402,769,5883,777,519,170,436,148,26,25,57,60,0,28,0,28,0,28,0,28,0,28,0,28,8,13,0,28,204,116,986,296
86000US76020,"76020",15885,1129,13707,1037,12192,1018,1515,388,933,332,395,175,187,135,1,4,1,4,0,31,0,31,0,31,0,31,22,30,164,119,198,169,1793,461,8397,671,7419,659,6879,658,540,211,286,155,163,84,91,96,1,4,1,4,0,31,0,31,0,31,0,31,22,30,108,102,113,122,734,254,7488,709,6288,683,5313,673,975,253,647,215,232,107,96,91,0,31,0,31,0,31,0,31,0,31,0,31,0,31,56,50,85,119,1059,296
86000US76021,"76021",18938,1180,15746,1074,14395,1001,1351,359,1066,340,183,101,102,82,61,51,0,31,0,31,55,49,0,31,6,10,86,77,106,73,219,103,2720,591,10081,663,8375,694,7712,657,663,265,542,246,33,33,88,83,13,16,0,31,0,31,7,12,0,31,6,10,86,77,76,68,167,96,1364,370,8857,828,7371,735,6683,699,688,209,524,193,150,85,14,17,48,49,0,31,0,31,48,49,0,31,0,31,0,31,30,24,52,31,1356,340
86000US76022,"76022",7434,753,6340,627,5761,592,579,239,572,239,7,12,0,23,47,43,0,23,0,23,27,28,20,32,0,23,0,23,0,23,32,39,1015,423,3556,466,3227,416,2912,410,315,145,315,145,0,23,0,23,10,17,0,23,0,23,10,17,0,23,0,23,0,23,0,23,25,37,294,178,3878,453,3113,398,2849,369,264,181,257,181,7,12,0,23,37,41,0,23,0,23,17,26,20,32,0,23,0,23,0,23,7,12,721,352
86000US76023,"76023",3801,621,3392,595,2746,549,646,306,526,279,29,33,91,75,0,21,0,21,0,21,0,21,0,21,0,21,0,21,42,53,48,36,319,135,2125,351,1957,359,1584,324,373,204,280,188,13,23,80,72,0,21,0,21,0,21,0,21,0,21,0,21,0,21,32,41,24,28,112,74,1676,325,1435,305,1162,287,273,138,246,138,16,21,11,14,0,21,0,21,0,21,0,21,0,21,0,21,0,21,10,18,24,21,207,110
86000US76028,"76028",37077,1514,34032,1538,31181,1497,2851,636,2307,599,366,190,178,99,34,31,24,26,0,35,10,17,0,35,0,35,26,31,115,107,142,82,2728,432,20161,1082,18632,1081,17115,1049,1517,410,1167,357,243,141,107,91,0,35,0,35,0,35,0,35,0,35,0,35,0,35,87,74,119,72,1323,330,16916,807,15400,758,14066,741,1334,365,1140,364,123,75,71,53,34,31,24,26,0,35,10,17,0,35,0,35,26,31,28,45,23,38,1405,276
86000US76031,"76031",7394,803,6980,791,6370,715,610,260,364,168,193,169,53,55,15,25,15,25,0,23,0,23,0,23,0,23,43,66,38,35,67,59,251,119,4186,479,3943,485,3572,457,371,188,222,140,100,93,49,52,0,23,0,23,0,23,0,23,0,23,0,23,43,66,16,20,67,59,117,60,3208,490,3037,482,2798,472,239,112,142,70,93,88,4,10,15,25,15,25,0,23,0,23,0,23,0,23,0,23,22,24,0,23,134,83
86000US76033,"76033",12805,822,12266,842,11093,837,1173,292,795,225,151,101,227,152,35,47,35,47,0,28,0,28,0,28,0,28,6,10,94,65,79,65,325,95,7196,556,6855,577,6201,602,654,182,467,164,77,58,110,75,9,17,9,17,0,28,0,28,0,28,0,28,6,10,62,46,68,54,196,84,5609,531,5411,523,4892,522,519,168,328,124,74,52,117,109,26,43,26,43,0,28,0,28,0,28,0,28,0,28,32,38,11,17,129,53
86000US76034,"76034",12449,724,9172,723,8755,685,417,268,368,261,11,19,38,38,12,20,0,28,0,28,12,20,0,28,0,28,14,23,90,80,214,210,2947,488,7359,508,5530,531,5330,539,200,123,172,119,0,28,28,30,12,20,0,28,0,28,12,20,0,28,0,28,14,23,74,78,42,57,1687,346,5090,547,3642,493,3425,481,217,174,196,168,11,19,10,15,0,28,0,28,0,28,0,28,0,28,0,28,0,28,16,27,172,207,1260,286
86000US76035,"76035",1397,382,1266,345,1221,338,45,39,32,33,9,14,4,7,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,3,6,128,92,784,241,724,233,701,231,23,31,18,30,1,2,4,7,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,3,6,57,40,613,193,542,155,520,153,22,22,14,16,8,14,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,71,68
86000US76036,"76036",14370,1388,12994,1257,12023,1179,971,304,655,246,256,146,60,86,10,10,0,31,0,31,10,10,0,31,0,31,0,31,11,29,79,60,1276,429,7713,768,7123,724,6744,716,379,154,285,131,92,73,2,4,5,7,0,31,0,31,5,7,0,31,0,31,0,31,0,31,30,34,555,253,6657,793,5871,691,5279,651,592,209,370,163,164,106,58,86,5,7,0,31,0,31,5,7,0,31,0,31,0,31,11,29,49,57,721,270
86000US76039,"76039",24170,1424,20490,1560,18262,1565,2228,510,1708,421,367,250,153,90,83,79,0,31,0,31,55,65,28,42,0,31,0,31,50,47,212,129,3335,491,13268,1230,11463,1267,10362,1294,1101,284,864,234,140,133,97,73,11,17,0,31,0,31,11,17,0,31,0,31,0,31,28,32,82,57,1684,350,10902,722,9027,739,7900,706,1127,298,844,264,227,146,56,66,72,76,0,31,0,31,44,62,28,42,0,31,0,31,22,26,130,115,1651,328
86000US76040,"76040",16207,1222,13594,1109,12212,1067,1382,378,1254,356,78,70,50,59,106,91,41,49,0,31,65,73,0,31,0,31,13,21,148,104,384,187,1962,357,8739,719,7305,623,6683,591,622,222,552,191,54,60,16,26,63,60,41,49,0,31,22,33,0,31,0,31,13,21,133,103,299,167,926,255,7468,771,6289,748,5529,724,760,273,702,270,24,37,34,39,43,64,0,31,0,31,43,64,0,31,0,31,0,31,15,23,85,68,1036,276
86000US76041,"76041",564,385,522,379,522,379,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,42,43,391,289,371,281,371,281,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,20,29,173,108,151,109,151,109,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,22,32
86000US76044,"76044",3771,523,3522,518,3302,469,220,123,215,123,5,9,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,9,10,41,30,199,94,2167,368,2115,368,1986,323,129,103,127,103,2,5,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,6,7,26,24,20,20,1604,253,1407,258,1316,248,91,55,88,56,3,7,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,3,5,15,18,179,90
86000US76049,"76049",12234,691,10432,658,9740,659,692,217,538,180,103,75,51,53,0,28,0,28,0,28,0,28,0,28,0,28,0,28,82,69,84,58,1636,363,6530,411,5600,370,5376,381,224,108,148,70,64,67,12,23,0,28,0,28,0,28,0,28,0,28,0,28,0,28,25,32,71,55,834,264,5704,521,4832,534,4364,514,468,164,390,155,39,35,39,46,0,28,0,28,0,28,0,28,0,28,0,28,0,28,57,48,13,22,802,227
86000US76050,"76050",3601,630,3387,575,3272,572,115,85,74,52,35,45,6,8,0,21,0,21,0,21,0,21,0,21,0,21,0,21,3,5,2,4,209,154,2177,422,2086,391,2024,391,62,51,23,25,35,45,4,8,0,21,0,21,0,21,0,21,0,21,0,21,0,21,3,5,0,21,88,81,1424,306,1301,284,1248,281,53,44,51,44,0,21,2,3,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,2,4,121,80
86000US76051,"76051",29295,928,23430,984,21700,977,1730,384,1221,320,344,166,165,123,34,34,18,25,0,35,0,35,16,23,0,35,79,69,419,218,410,178,4923,670,15818,963,12574,979,11690,973,884,277,638,244,169,110,77,76,34,34,18,25,0,35,0,35,16,23,0,35,79,69,239,139,246,176,2646,388,13477,841,10856,750,10010,750,846,203,583,145,175,116,88,70,0,35,0,35,0,35,0,35,0,35,0,35,0,35,180,134,164,67,2277,550
86000US76052,"76052",14502,1155,11938,1168,10030,946,1908,877,949,385,220,174,739,744,0,28,0,28,0,28,0,28,0,28,0,28,0,28,5,7,175,138,2384,501,7530,802,6284,802,5481,736,803,386,523,244,3,5,277,266,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,108,96,1138,309,6972,677,5654,659,4549,559,1105,557,426,226,217,174,462,494,0,28,0,28,0,28,0,28,0,28,0,28,0,28,5,7,67,89,1246,367
86000US76053,"76053",15323,797,13494,781,12036,705,1458,392,1102,336,315,208,41,50,36,32,18,22,0,31,18,30,0,31,0,31,21,34,138,131,208,107,1426,335,8005,597,7233,588,6643,569,590,191,454,162,127,117,9,17,14,18,5,9,0,31,9,15,0,31,0,31,0,31,40,60,149,109,569,193,7318,622,6261,597,5393,533,868,286,648,248,188,149,32,41,22,22,13,22,0,31,9,15,0,31,0,31,21,34,98,119,59,57,857,230
86000US76054,"76054",6390,695,5101,586,4802,585,299,121,243,104,41,44,15,28,48,55,0,23,0,23,48,55,0,23,0,23,0,23,18,23,64,73,1159,284,3440,490,2684,438,2573,439,111,69,103,67,8,11,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,18,23,64,73,674,221,2950,371,2417,345,2229,350,188,92,140,68,33,42,15,28,48,55,0,23,0,23,48,55,0,23,0,23,0,23,0,23,0,23,485,166
86000US76058,"76058",10013,814,9453,811,8720,728,733,316,437,196,69,51,227,156,0,28,0,28,0,28,0,28,0,28,0,28,0,28,44,44,91,69,425,160,5388,553,5152,575,4697,558,455,213,261,129,29,46,165,149,0,28,0,28,0,28,0,28,0,28,0,28,0,28,18,27,86,71,132,89,4625,494,4301,501,4023,443,278,146,176,116,40,40,62,53,0,28,0,28,0,28,0,28,0,28,0,28,0,28,26,35,5,10,293,137
86000US76059,"76059",2346,377,2135,348,1934,332,201,105,127,75,0,21,74,80,0,21,0,21,0,21,0,21,0,21,0,21,0,21,111,70,0,21,100,82,1159,218,1060,202,980,179,80,83,16,20,0,21,64,78,0,21,0,21,0,21,0,21,0,21,0,21,0,21,39,42,0,21,60,50,1187,307,1075,275,954,264,121,71,111,70,0,21,10,17,0,21,0,21,0,21,0,21,0,21,0,21,0,21,72,68,0,21,40,37
86000US76060,"76060",4529,548,4216,567,3660,544,556,247,359,172,197,163,0,21,4,6,4,6,0,21,0,21,0,21,0,21,0,21,2,7,0,21,307,148,2536,477,2399,485,2264,494,135,93,102,74,33,55,0,21,4,6,4,6,0,21,0,21,0,21,0,21,0,21,2,7,0,21,131,94,1993,364,1817,364,1396,313,421,204,257,125,164,151,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,176,100
86000US76061,"76061",59,96,59,96,59,96,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,29,47,29,47,29,47,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,30,49,30,49,30,49,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15
86000US76063,"76063",40427,1370,34591,1235,31571,1322,3020,620,2196,496,414,164,410,269,0,35,0,35,0,35,0,35,0,35,0,35,0,35,255,152,319,178,5262,691,21355,961,18796,886,17247,913,1549,383,1124,316,205,114,220,172,0,35,0,35,0,35,0,35,0,35,0,35,0,35,143,118,195,113,2221,434,19072,1013,15795,975,14324,975,1471,349,1072,282,209,111,190,130,0,35,0,35,0,35,0,35,0,35,0,35,0,35,112,86,124,90,3041,504
86000US76064,"76064",969,362,855,318,812,298,43,55,35,51,8,13,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,76,109,0,15,38,39,510,181,426,159,407,149,19,26,19,26,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,76,109,0,15,8,9,459,202,429,208,405,201,24,31,16,27,8,13,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,30,37
86000US76065,"76065",21724,894,18796,862,17317,892,1479,376,1051,270,187,99,241,238,36,49,36,49,0,31,0,31,0,31,0,31,8,13,109,73,160,95,2615,430,11732,669,10432,639,9533,667,899,328,620,200,77,61,202,232,0,31,0,31,0,31,0,31,0,31,0,31,8,13,38,36,60,54,1194,339,9992,521,8364,492,7784,495,580,146,431,133,110,65,39,42,36,49,36,49,0,31,0,31,0,31,0,31,0,31,71,62,100,70,1421,286
86000US76066,"76066",1729,545,1703,542,1577,544,126,95,120,95,5,8,1,4,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,26,28,785,356,783,355,750,354,33,36,28,35,5,8,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,2,6,944,330,920,334,827,340,93,91,92,91,0,15,1,4,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,24,26
