geoid,name,B08006001,"B08006001, Error",B08006002,"B08006002, Error",B08006003,"B08006003, Error",B08006004,"B08006004, Error",B08006005,"B08006005, Error",B08006006,"B08006006, Error",B08006007,"B08006007, Error",B08006008,"B08006008, Error",B08006009,"B08006009, Error",B08006010,"B08006010, Error",B08006011,"B08006011, Error",B08006012,"B08006012, Error",B08006013,"B08006013, Error",B08006014,"B08006014, Error",B08006015,"B08006015, Error",B08006016,"B08006016, Error",B08006017,"B08006017, Error",B08006018,"B08006018, Error",B08006019,"B08006019, Error",B08006020,"B08006020, Error",B08006021,"B08006021, Error",B08006022,"B08006022, Error",B08006023,"B08006023, Error",B08006024,"B08006024, Error",B08006025,"B08006025, Error",B08006026,"B08006026, Error",B08006027,"B08006027, Error",B08006028,"B08006028, Error",B08006029,"B08006029, Error",B08006030,"B08006030, Error",B08006031,"B08006031, Error",B08006032,"B08006032, Error",B08006033,"B08006033, Error",B08006034,"B08006034, Error",B08006035,"B08006035, Error",B08006036,"B08006036, Error",B08006037,"B08006037, Error",B08006038,"B08006038, Error",B08006039,"B08006039, Error",B08006040,"B08006040, Error",B08006041,"B08006041, Error",B08006042,"B08006042, Error",B08006043,"B08006043, Error",B08006044,"B08006044, Error",B08006045,"B08006045, Error",B08006046,"B08006046, Error",B08006047,"B08006047, Error",B08006048,"B08006048, Error",B08006049,"B08006049, Error",B08006050,"B08006050, Error",B08006051,"B08006051, Error"
86000US75054,"75054",8363,828,7078,763,6439,711,639,294,383,161,47,59,209,255,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,26,27,1259,565,4293,578,3587,413,3259,386,328,162,209,119,36,45,83,100,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,21,24,685,502,4070,483,3491,514,3180,487,311,165,174,85,11,17,126,158,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,5,20,574,221
86000US75056,"75056",39109,1313,30391,1323,27798,1254,2593,501,1593,343,585,313,415,173,22,31,0,35,0,35,22,31,0,35,0,35,7,11,93,94,511,245,8085,849,20708,980,15821,956,14657,1000,1164,259,797,206,232,142,135,122,15,25,0,35,0,35,15,25,0,35,0,35,0,35,83,91,367,229,4422,644,18401,1039,14570,938,13141,844,1429,445,796,290,353,278,280,157,7,19,0,35,0,35,7,19,0,35,0,35,7,11,10,16,144,90,3663,504
86000US75057,"75057",9193,772,8221,765,6904,700,1317,392,1068,372,186,149,63,66,117,118,91,113,0,23,0,23,26,30,0,23,48,48,69,55,81,89,657,187,4868,568,4277,542,3502,506,775,253,591,227,121,143,63,66,61,63,48,58,0,23,0,23,13,22,0,23,24,25,59,54,81,89,366,137,4325,438,3944,422,3402,411,542,200,477,183,65,74,0,23,56,60,43,55,0,23,0,23,13,22,0,23,24,40,10,17,0,23,291,128
86000US75060,"75060",22559,1523,20590,1453,17411,1248,3179,664,2372,555,446,222,361,250,56,62,29,46,0,31,27,41,0,31,0,31,20,29,125,78,288,262,1480,584,12953,1078,12244,1052,10286,970,1958,420,1365,347,274,148,319,230,16,24,16,24,0,31,0,31,0,31,0,31,15,23,58,55,19,31,601,265,9606,799,8346,762,7125,576,1221,454,1007,445,172,104,42,47,40,47,13,22,0,31,27,41,0,31,0,31,5,10,67,54,269,258,879,369
86000US75061,"75061",28309,1496,25515,1334,20603,1129,4912,694,3953,604,603,307,356,205,577,211,520,204,10,14,30,29,17,27,0,35,16,29,195,99,204,154,1802,313,16564,1115,15131,1033,12397,876,2734,447,2028,363,441,260,265,185,322,152,293,145,0,35,12,20,17,27,0,35,16,29,97,87,143,138,855,192,11745,845,10384,791,8206,683,2178,498,1925,489,162,134,91,73,255,147,227,145,10,14,18,21,0,35,0,35,0,35,98,64,61,65,947,223
86000US75062,"75062",27058,1874,22704,1891,19945,1662,2759,558,2013,491,507,186,239,224,529,261,483,257,31,46,15,21,0,35,0,35,63,74,493,152,314,139,2955,503,15928,1377,13686,1404,12205,1295,1481,402,1022,341,257,130,202,214,247,179,213,171,31,46,3,5,0,35,0,35,63,74,231,100,180,94,1521,328,11130,777,9018,766,7740,652,1278,315,991,295,250,122,37,65,282,154,270,152,0,35,12,20,0,35,0,35,0,35,262,121,134,95,1434,335
86000US75063,"75063",23048,1077,16459,1052,14831,991,1628,470,1320,446,301,147,7,14,85,79,85,79,0,31,0,31,0,31,0,31,39,34,130,91,193,98,6142,694,13753,827,9743,719,9077,690,666,240,486,208,180,122,0,31,25,40,25,40,0,31,0,31,0,31,0,31,39,34,104,95,59,46,3783,528,9295,707,6716,652,5754,586,962,340,834,335,121,43,7,14,60,68,60,68,0,31,0,31,0,31,0,31,0,31,26,25,134,80,2359,387
86000US75065,"75065",7424,444,6350,516,6113,522,237,103,173,96,64,58,0,23,16,29,16,29,0,23,0,23,0,23,0,23,0,23,0,23,296,387,762,311,4006,648,3527,652,3443,656,84,79,67,73,17,27,0,23,16,29,16,29,0,23,0,23,0,23,0,23,0,23,0,23,114,142,349,139,3418,537,2823,494,2670,491,153,85,106,82,47,54,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,182,249,413,241
86000US75067,"75067",38834,1331,32860,1316,28386,1322,4474,752,3492,684,542,183,440,230,108,69,16,23,4,7,34,41,54,53,0,35,0,35,384,163,557,189,4925,693,20043,845,16677,809,14355,835,2322,486,1771,422,232,125,319,209,73,61,0,35,0,35,19,31,54,53,0,35,0,35,230,153,393,169,2670,494,18791,913,16183,896,14031,829,2152,503,1721,443,310,126,121,79,35,32,16,23,4,7,15,24,0,35,0,35,0,35,154,62,164,94,2255,346
86000US75068,"75068",34328,1720,25343,1400,23121,1312,2222,703,1759,627,214,162,249,159,20,20,0,35,3,5,17,20,0,35,0,35,0,35,40,44,418,271,8507,1176,18487,1099,13801,916,13003,794,798,377,591,281,91,79,116,129,7,10,0,35,0,35,7,10,0,35,0,35,0,35,23,39,182,136,4474,751,15841,993,11542,893,10118,969,1424,547,1168,526,123,110,133,99,13,17,0,35,3,5,10,16,0,35,0,35,0,35,17,28,236,228,4033,673
86000US75069,"75069",19058,1226,15537,1155,14106,1050,1431,448,927,306,353,252,151,135,13,18,2,1,0,31,0,31,11,18,0,31,368,484,165,100,552,356,2423,467,10740,847,8899,703,8164,666,735,290,463,215,153,133,119,121,11,18,0,31,0,31,0,31,11,18,0,31,333,478,65,57,207,167,1225,363,8318,780,6638,746,5942,679,696,232,464,172,200,129,32,36,2,1,2,1,0,31,0,31,0,31,0,31,35,60,100,89,345,239,1198,278
86000US75070,"75070",30958,1399,24119,1190,22383,1153,1736,372,1315,340,276,129,145,144,170,119,0,35,41,43,10,20,119,107,0,35,99,84,163,136,371,156,6036,809,16673,938,12861,834,12122,826,739,219,651,214,31,41,57,51,110,99,0,35,20,30,0,35,90,94,0,35,59,60,20,36,228,142,3395,580,14285,1043,11258,797,10261,799,997,250,664,203,245,117,88,111,60,63,0,35,21,27,10,20,29,51,0,35,40,62,143,130,143,86,2641,519
86000US75071,"75071",32854,1528,25885,1486,23522,1385,2363,599,1843,515,256,153,264,223,116,81,21,43,13,15,21,34,39,36,22,34,0,35,211,125,360,186,6282,813,18434,1019,14676,1028,13575,1019,1101,299,798,253,169,123,134,130,82,76,19,43,0,35,21,34,20,31,22,34,0,35,105,77,280,143,3291,486,14420,917,11209,852,9947,772,1262,381,1045,366,87,73,130,109,34,23,2,4,13,15,0,35,19,18,0,35,0,35,106,82,80,76,2991,503
86000US75074,"75074",26908,1407,20736,1263,17834,1149,2902,575,2482,535,324,265,96,77,426,180,136,128,47,46,112,74,131,85,0,35,85,82,758,400,403,189,4500,661,15340,986,11743,836,9952,736,1791,464,1398,390,324,265,69,67,300,150,111,122,28,32,73,63,88,75,0,35,74,79,563,289,233,123,2427,405,11568,873,8993,789,7882,735,1111,350,1084,345,0,35,27,33,126,73,25,39,19,24,39,34,43,34,0,35,11,19,195,197,170,130,2073,399
86000US75075,"75075",19445,1314,14517,1168,13400,1098,1117,299,879,271,215,144,23,26,186,95,60,51,29,37,35,46,62,48,0,31,34,32,384,384,140,72,4184,505,11030,1062,8135,956,7503,868,632,218,507,191,115,114,10,18,117,73,29,42,29,37,7,11,52,46,0,31,28,29,197,197,50,43,2503,404,8415,587,6382,490,5897,494,485,147,372,138,100,57,13,16,69,56,31,29,0,31,28,45,10,16,0,31,6,10,187,198,90,54,1681,272
86000US75077,"75077",20480,1118,16164,1127,14683,1138,1481,554,1229,550,164,87,88,81,227,141,10,15,141,115,76,67,0,31,0,31,15,20,115,69,68,50,3891,533,11551,877,8935,893,8259,882,676,267,548,271,72,63,56,49,191,127,10,15,141,115,40,41,0,31,0,31,15,20,90,61,31,35,2289,379,8929,601,7229,551,6424,510,805,374,681,371,92,50,32,42,36,51,0,31,0,31,36,51,0,31,0,31,0,31,25,26,37,32,1602,290
86000US75078,"75078",19442,1221,13141,1034,11943,966,1198,279,1054,262,119,73,25,28,0,31,0,31,0,31,0,31,0,31,0,31,0,31,19,32,157,103,6125,802,10936,650,7350,614,6787,571,563,177,502,174,46,64,15,24,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,94,57,3492,489,8506,767,5791,678,5156,628,635,181,552,171,73,47,10,16,0,31,0,31,0,31,0,31,0,31,0,31,0,31,19,32,63,64,2633,478
86000US75080,"75080",26742,1139,20102,1070,17348,1069,2754,562,2179,513,321,147,254,148,651,206,241,102,274,163,19,16,117,70,0,35,75,44,1046,289,359,173,4509,649,14480,881,10845,694,9560,730,1285,355,1059,319,125,70,101,100,376,135,128,80,156,98,9,15,83,56,0,35,58,40,618,213,154,86,2429,494,12262,760,9257,749,7788,800,1469,379,1120,327,196,127,153,129,275,152,113,84,118,111,10,16,34,33,0,35,17,18,428,204,205,140,2080,368
86000US75081,"75081",19407,1228,14911,1055,13929,1047,982,318,791,284,126,103,65,59,815,338,493,334,139,92,114,82,69,63,0,31,10,13,302,174,305,259,3064,593,10211,813,7919,759,7392,691,527,279,385,245,110,90,32,49,408,162,210,135,87,85,94,83,17,20,0,31,6,10,259,172,241,236,1378,314,9196,788,6992,723,6537,710,455,134,406,129,16,26,33,36,407,303,283,290,52,38,20,36,52,58,0,31,4,8,43,32,64,54,1686,482
86000US75082,"75082",17175,877,11589,745,10916,748,673,292,589,292,52,46,32,30,101,67,0,28,72,56,14,22,15,20,0,28,59,88,455,229,90,80,4881,930,8805,700,5828,628,5485,597,343,182,310,185,27,24,6,10,86,74,0,28,57,65,14,22,15,20,0,28,59,88,212,117,58,62,2562,457,8370,706,5761,642,5431,650,330,146,279,135,25,40,26,28,15,22,0,28,15,22,0,28,0,28,0,28,0,28,243,156,32,51,2319,651
86000US75087,"75087",20396,1231,16034,1261,14796,1259,1238,394,974,359,170,103,94,80,44,44,0,31,12,20,14,25,18,31,0,31,0,31,143,108,266,156,3909,654,11235,789,8628,834,8046,819,582,221,504,211,29,37,49,39,14,25,0,31,0,31,14,25,0,31,0,31,0,31,77,86,180,129,2336,584,9161,731,7406,701,6750,709,656,268,470,250,141,85,45,70,30,37,0,31,12,20,0,31,18,31,0,31,0,31,66,49,86,79,1573,285
86000US75088,"75088",15011,1145,13126,1056,12043,894,1083,368,781,251,111,71,191,218,51,37,6,12,9,16,23,27,13,21,0,28,0,28,41,57,80,57,1713,392,8007,655,7005,586,6406,535,599,270,395,134,36,42,168,216,38,31,6,12,9,16,23,27,0,28,0,28,0,28,6,11,47,42,911,270,7004,646,6121,605,5637,563,484,163,386,165,75,64,23,24,13,21,0,28,0,28,0,28,13,21,0,28,0,28,35,50,33,37,802,244
86000US75089,"75089",18188,1137,15573,1241,13711,1191,1862,672,1601,653,223,144,38,43,344,181,38,52,198,164,80,86,28,47,0,31,16,31,103,98,19,29,2133,457,10057,811,8603,795,7532,767,1071,400,941,397,104,72,26,38,276,174,0,31,198,164,50,72,28,47,0,31,16,31,103,98,5,17,1054,276,8131,689,6970,792,6179,718,791,373,660,362,119,87,12,19,68,74,38,52,0,31,30,46,0,31,0,31,0,31,0,31,14,23,1079,344
86000US75093,"75093",24122,1253,18200,947,16381,904,1819,421,1488,310,104,77,227,204,162,113,90,75,0,31,72,86,0,31,0,31,90,88,309,165,520,377,4841,602,13513,817,10240,624,9329,604,911,262,750,225,41,38,120,86,103,102,57,63,0,31,46,81,0,31,0,31,90,88,183,133,458,368,2439,425,10609,799,7960,624,7052,602,908,244,738,184,63,69,107,137,59,44,33,35,0,31,26,29,0,31,0,31,0,31,126,70,62,56,2402,391
86000US75094,"75094",10710,595,7565,629,6992,586,573,289,366,166,73,90,134,162,100,85,6,13,0,28,53,54,41,45,0,28,0,28,0,28,245,155,2800,445,5756,341,4228,400,3891,362,337,194,191,103,73,90,73,97,58,54,6,13,0,28,38,47,14,23,0,28,0,28,0,28,182,142,1288,295,4954,458,3337,449,3101,456,236,118,175,89,0,28,61,67,42,54,0,28,0,28,15,26,27,48,0,28,0,28,0,28,63,59,1512,356
86000US75098,"75098",35204,1371,28133,1454,24778,1416,3355,546,2599,478,174,120,582,292,175,123,0,35,27,40,65,75,83,87,0,35,3,6,237,201,849,319,5807,685,19027,966,15678,1027,13862,995,1816,473,1365,400,57,71,394,212,48,55,0,35,0,35,48,55,0,35,0,35,3,6,203,192,615,278,2480,459,16177,991,12455,962,10916,974,1539,360,1234,303,117,70,188,140,127,101,0,35,27,40,17,28,83,87,0,35,0,35,34,36,234,193,3327,566
86000US75101,"75101",278,100,257,99,209,88,48,32,45,31,3,6,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,2,3,7,9,12,11,136,58,131,58,99,50,32,24,32,24,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,2,3,0,15,3,6,142,58,126,55,110,52,16,14,13,13,3,6,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,7,9,9,10
86000US75104,"75104",23395,1060,19755,1167,18055,1113,1700,360,1103,300,358,187,239,138,186,129,155,118,6,10,7,14,18,34,0,31,0,31,196,106,132,119,3126,552,11277,764,9943,731,9101,716,842,278,562,248,158,112,122,94,125,118,118,111,0,31,7,14,0,31,0,31,0,31,97,86,60,82,1052,267,12118,695,9812,676,8954,642,858,226,541,181,200,123,117,89,61,54,37,40,6,10,0,31,18,34,0,31,0,31,99,62,72,70,2074,455
86000US75114,"75114",3386,479,2889,459,2492,406,397,198,375,199,9,11,13,15,13,26,0,21,0,21,0,21,13,26,0,21,0,21,44,53,0,21,440,141,1888,243,1633,238,1538,247,95,75,82,73,0,21,13,15,0,21,0,21,0,21,0,21,0,21,0,21,0,21,44,53,0,21,211,114,1498,383,1256,339,954,300,302,201,293,199,9,11,0,21,13,26,0,21,0,21,0,21,13,26,0,21,0,21,0,21,0,21,229,115
86000US75115,"75115",27523,1339,23345,1457,20499,1337,2846,944,2502,937,76,66,268,168,167,138,89,91,51,92,0,35,27,43,0,35,14,24,103,70,240,210,3654,729,13136,1116,11768,1234,9965,1132,1803,738,1685,737,0,35,118,118,140,126,89,91,51,92,0,35,0,35,0,35,14,24,59,56,172,136,983,277,14387,1004,11577,879,10534,862,1043,339,817,306,76,66,150,122,27,43,0,35,0,35,0,35,27,43,0,35,0,35,44,47,68,84,2671,685
86000US75116,"75116",8320,565,7086,631,6249,600,837,296,580,245,135,156,122,104,35,37,1,3,34,37,0,28,0,28,0,28,29,32,120,82,105,79,945,469,4782,516,4051,514,3572,482,479,203,321,157,122,151,36,36,11,18,1,3,10,17,0,28,0,28,0,28,29,32,111,80,25,27,555,414,3538,365,3035,369,2677,364,358,158,259,148,13,16,86,81,24,27,0,28,24,27,0,28,0,28,0,28,0,28,9,14,80,77,390,126
86000US75119,"75119",14873,880,13715,847,11650,747,2065,598,1690,581,139,120,236,191,0,28,0,28,0,28,0,28,0,28,0,28,0,28,80,78,116,73,962,279,8148,634,7345,587,6131,560,1214,373,966,366,35,48,213,192,0,28,0,28,0,28,0,28,0,28,0,28,0,28,78,78,37,34,688,265,6725,531,6370,528,5519,485,851,302,724,295,104,81,23,33,0,28,0,28,0,28,0,28,0,28,0,28,0,28,2,2,79,62,274,119
86000US75125,"75125",3082,634,2871,640,2619,612,252,125,241,125,10,23,1,3,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,211,75,1577,334,1462,332,1306,299,156,108,155,108,0,21,1,3,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,115,65,1505,452,1409,461,1313,444,96,73,86,75,10,23,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,96,53
86000US75126,"75126",34555,1248,29696,1342,27419,1284,2277,556,1649,482,357,220,271,175,49,69,0,35,0,35,0,35,49,69,0,35,0,35,394,229,170,95,4246,763,18697,954,16209,954,15055,897,1154,355,1008,354,70,76,76,82,44,68,0,35,0,35,0,35,44,68,0,35,0,35,355,206,90,65,1999,555,15858,724,13487,833,12364,888,1123,343,641,237,287,181,195,168,5,7,0,35,0,35,0,35,5,7,0,35,0,35,39,51,80,70,2247,412
86000US75132,"75132",0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15
86000US75134,"75134",9102,924,8444,906,6969,799,1475,615,925,412,326,265,224,166,234,173,228,172,0,28,6,10,0,28,0,28,0,28,26,47,14,21,384,170,4477,585,4227,580,3431,539,796,369,576,342,67,90,153,135,54,29,48,27,0,28,6,10,0,28,0,28,0,28,26,47,14,21,156,105,4625,642,4217,637,3538,628,679,298,349,163,259,235,71,79,180,157,180,157,0,28,0,28,0,28,0,28,0,28,0,28,0,28,228,121
86000US75135,"75135",3811,473,3462,467,3242,460,220,126,135,97,32,36,53,61,82,108,0,21,0,21,82,108,0,21,0,21,0,21,13,20,50,50,204,103,2212,310,2005,297,1894,283,111,99,70,82,28,35,13,21,54,72,0,21,0,21,54,72,0,21,0,21,0,21,6,10,50,50,97,53,1599,282,1457,281,1348,283,109,69,65,47,4,7,40,48,28,38,0,21,0,21,28,38,0,21,0,21,0,21,7,10,0,21,107,83
86000US75137,"75137",8940,786,7791,711,6806,658,985,263,686,253,143,80,156,107,19,21,10,15,0,28,0,28,9,15,0,28,0,28,29,29,233,126,868,235,4276,463,3896,460,3424,410,472,177,314,127,31,33,127,107,0,28,0,28,0,28,0,28,0,28,0,28,0,28,18,20,53,68,309,116,4664,587,3895,518,3382,457,513,220,372,212,112,74,29,28,19,21,10,15,0,28,0,28,9,15,0,28,0,28,11,20,180,107,559,209
86000US75141,"75141",1854,345,1773,328,1382,299,391,159,229,125,21,28,141,124,9,16,0,15,0,15,0,15,9,16,0,15,0,15,25,36,0,15,47,44,1007,276,959,274,781,231,178,106,106,79,20,24,52,62,9,16,0,15,0,15,0,15,9,16,0,15,0,15,25,36,0,15,14,22,847,251,814,245,601,199,213,132,123,88,1,9,89,108,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,33,36
86000US75142,"75142",10466,1095,9448,967,8486,947,962,275,579,178,98,76,285,174,0,28,0,28,0,28,0,28,0,28,0,28,0,28,33,29,135,152,850,281,5915,646,5369,575,4796,567,573,217,308,110,79,65,186,151,0,28,0,28,0,28,0,28,0,28,0,28,0,28,12,14,25,30,509,254,4551,621,4079,571,3690,584,389,126,271,99,19,22,99,84,0,28,0,28,0,28,0,28,0,28,0,28,0,28,21,21,110,147,341,125
86000US75143,"75143",5875,746,5412,667,4567,610,845,272,717,251,59,57,69,57,0,23,0,23,0,23,0,23,0,23,0,23,0,23,28,35,16,24,419,171,3404,488,3247,460,2710,430,537,201,430,179,51,54,56,59,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,6,12,151,93,2471,370,2165,320,1857,303,308,129,287,128,8,10,13,17,0,23,0,23,0,23,0,23,0,23,0,23,0,23,28,35,10,13,268,114
86000US75146,"75146",10412,1128,9398,1066,8351,1046,1047,382,630,330,348,183,69,66,42,67,42,67,0,28,0,28,0,28,0,28,45,43,48,67,224,191,655,208,4430,658,4089,632,3692,618,397,215,251,182,106,105,40,54,0,28,0,28,0,28,0,28,0,28,0,28,30,36,48,67,82,83,181,110,5982,801,5309,796,4659,783,650,263,379,213,242,142,29,33,42,67,42,67,0,28,0,28,0,28,0,28,15,24,0,28,142,131,474,195
86000US75147,"75147",3675,514,3322,516,2929,475,393,206,332,193,61,93,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,107,113,4,26,242,143,1925,326,1753,342,1660,323,93,85,57,62,36,54,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,69,96,0,21,103,71,1750,297,1569,294,1269,268,300,164,275,164,25,39,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,38,60,4,26,139,98
86000US75149,"75149",28098,1419,26029,1430,22188,1181,3841,710,2915,635,537,337,389,180,95,82,72,81,0,35,0,35,23,25,0,35,131,132,294,193,93,68,1456,357,14272,893,13570,937,11831,860,1739,373,1215,321,263,142,261,162,0,35,0,35,0,35,0,35,0,35,0,35,120,131,113,112,25,24,444,175,13826,1020,12459,1000,10357,799,2102,529,1700,491,274,254,128,83,95,82,72,81,0,35,0,35,23,25,0,35,11,16,181,130,68,63,1012,309
86000US75150,"75150",32114,1783,28205,1491,23527,1475,4678,895,3749,831,713,366,216,155,310,209,275,214,0,35,24,39,11,18,0,35,0,35,263,137,330,168,3006,669,17590,1265,16283,1238,13472,1207,2811,700,2229,693,408,195,174,153,113,100,101,99,0,35,12,20,0,35,0,35,0,35,147,104,187,133,860,328,14524,1187,11922,892,10055,817,1867,597,1520,489,305,235,42,43,197,183,174,191,0,35,12,20,11,18,0,35,0,35,116,99,143,102,2146,593
86000US75152,"75152",2911,499,2694,509,2515,499,179,98,103,83,62,55,14,25,24,28,24,28,0,21,0,21,0,21,0,21,11,19,0,21,27,42,155,90,1693,311,1538,315,1448,310,90,53,19,17,62,55,9,16,8,13,8,13,0,21,0,21,0,21,0,21,11,19,0,21,27,42,109,83,1218,278,1156,277,1067,279,89,78,84,76,0,21,5,9,16,25,16,25,0,21,0,21,0,21,0,21,0,21,0,21,0,21,46,31
86000US75154,"75154",23482,1023,19917,1051,17317,917,2600,546,1601,422,700,370,299,176,58,68,58,68,0,31,0,31,0,31,0,31,0,31,38,60,290,191,3179,581,12692,763,11119,676,9806,679,1313,365,722,240,494,322,97,80,0,31,0,31,0,31,0,31,0,31,0,31,0,31,1,2,196,125,1376,322,10790,761,8798,784,7511,754,1287,350,879,286,206,179,202,133,58,68,58,68,0,31,0,31,0,31,0,31,0,31,37,60,94,95,1803,438
86000US75156,"75156",5898,551,5242,553,4738,528,504,227,305,164,165,143,34,55,19,30,19,30,0,23,0,23,0,23,0,23,0,23,51,76,94,70,492,202,3554,439,3270,433,3009,427,261,128,170,108,57,47,34,55,19,30,19,30,0,23,0,23,0,23,0,23,0,23,51,76,63,66,151,92,2344,341,1972,329,1729,296,243,145,135,75,108,133,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,31,28,341,177
86000US75157,"75157",97,37,96,36,90,36,6,9,0,15,0,15,6,9,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,1,3,58,26,58,26,52,24,6,9,0,15,0,15,6,9,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,39,22,38,22,38,22,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,1,3
86000US75158,"75158",2877,433,2613,412,2242,421,371,132,236,89,114,91,21,20,6,12,6,12,0,21,0,21,0,21,0,21,0,21,48,43,2,3,208,126,1677,265,1583,259,1394,280,189,120,88,55,101,95,0,21,6,12,6,12,0,21,0,21,0,21,0,21,0,21,19,24,2,3,67,43,1200,235,1030,213,848,210,182,70,148,67,13,17,21,20,0,21,0,21,0,21,0,21,0,21,0,21,0,21,29,36,0,21,141,93
86000US75159,"75159",8791,741,7815,724,6493,784,1322,395,1032,357,198,222,92,87,0,28,0,28,0,28,0,28,0,28,0,28,0,28,3,5,162,125,811,284,5292,602,4889,602,4059,614,830,311,606,270,169,216,55,59,0,28,0,28,0,28,0,28,0,28,0,28,0,28,3,5,49,49,351,186,3499,519,2926,445,2434,392,492,242,426,236,29,36,37,63,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,113,101,460,208
86000US75160,"75160",11395,720,10156,617,9053,609,1103,322,675,260,292,157,136,98,4,7,0,28,0,28,0,28,4,7,0,28,15,21,231,142,195,102,794,293,5801,492,5131,479,4571,435,560,195,332,172,149,84,79,58,4,7,0,28,0,28,0,28,4,7,0,28,15,21,172,129,96,74,383,158,5594,477,5025,431,4482,446,543,207,343,183,143,124,57,48,0,28,0,28,0,28,0,28,0,28,0,28,0,28,59,45,99,60,411,176
86000US75161,"75161",3137,499,2922,505,2452,482,470,263,333,217,98,97,39,46,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,215,126,1640,316,1538,323,1259,293,279,207,187,176,92,100,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,102,94,1497,352,1384,351,1193,326,191,123,146,107,6,9,39,46,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,113,72
86000US75164,"75164",189,122,160,113,144,94,16,25,16,25,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,29,37,98,68,98,68,82,53,16,25,16,25,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,91,66,62,54,62,54,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,29,37
86000US75165,"75165",24058,953,21989,963,20139,937,1850,408,1513,379,205,117,132,79,16,21,13,20,0,31,0,31,0,31,3,7,22,33,192,119,296,194,1543,317,12436,667,11471,684,10569,704,902,211,793,204,26,35,83,57,8,13,8,13,0,31,0,31,0,31,0,31,22,33,83,55,197,146,655,198,11622,673,10518,672,9570,657,948,266,720,245,179,110,49,45,8,11,5,8,0,31,0,31,0,31,3,7,0,31,109,87,99,87,888,245
86000US75166,"75166",3346,307,2844,289,2624,289,220,125,160,112,35,32,25,25,0,21,0,21,0,21,0,21,0,21,0,21,14,21,37,56,59,75,392,153,1682,217,1400,241,1316,230,84,67,60,58,16,27,8,12,0,21,0,21,0,21,0,21,0,21,0,21,14,21,0,21,0,21,268,142,1664,195,1444,203,1308,217,136,71,100,66,19,17,17,16,0,21,0,21,0,21,0,21,0,21,0,21,0,21,37,56,59,75,124,88
86000US75167,"75167",7256,872,6520,760,5739,631,781,362,393,254,39,26,349,232,0,23,0,23,0,23,0,23,0,23,0,23,0,23,13,3,18,35,705,276,4012,620,3708,608,3144,448,564,300,260,233,10,16,294,183,0,23,0,23,0,23,0,23,0,23,0,23,0,23,13,3,0,23,291,137,3244,417,2812,383,2595,390,217,100,133,71,29,21,55,53,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,18,35,414,232
86000US75169,"75169",6487,607,5700,587,4977,555,723,257,532,246,184,123,7,15,0,23,0,23,0,23,0,23,0,23,0,23,19,36,121,101,52,46,595,237,3682,426,3399,426,3031,427,368,183,278,165,90,92,0,23,0,23,0,23,0,23,0,23,0,23,0,23,19,36,39,50,7,12,218,123,2805,327,2301,296,1946,277,355,145,254,132,94,65,7,15,0,23,0,23,0,23,0,23,0,23,0,23,0,23,82,64,45,45,377,203
