B08301_001E,B08301_001EA,B08301_001M,B08301_001MA,B08301_002E,B08301_002EA,B08301_002M,B08301_002MA,B08301_003E,B08301_003EA,B08301_003M,B08301_003MA,B08301_004E,B08301_004EA,B08301_004M,B08301_004MA,B08301_005E,B08301_005EA,B08301_005M,B08301_005MA,B08301_006E,B08301_006EA,B08301_006M,B08301_006MA,B08301_007E,B08301_007EA,B08301_007M,B08301_007MA,B08301_008E,B08301_008EA,B08301_008M,B08301_008MA,B08301_009E,B08301_009EA,B08301_009M,B08301_009MA,B08301_010E,B08301_010EA,B08301_010M,B08301_010MA,B08301_011E,B08301_011EA,B08301_011M,B08301_011MA,B08301_012E,B08301_012EA,B08301_012M,B08301_012MA,B08301_013E,B08301_013EA,B08301_013M,B08301_013MA,B08301_014E,B08301_014EA,B08301_014M,B08301_014MA,B08301_015E,B08301_015EA,B08301_015M,B08301_015MA,B08301_016E,B08301_016EA,B08301_016M,B08301_016MA,B08301_017E,B08301_017EA,B08301_017M,B08301_017MA,B08301_018E,B08301_018EA,B08301_018M,B08301_018MA,B08301_019E,B08301_019EA,B08301_019M,B08301_019MA,B08301_020E,B08301_020EA,B08301_020M,B08301_020MA,B08301_021E,B08301_021EA,B08301_021M,B08301_021MA,GEO_ID,NAME,state,place
768,,237,,768,,237,,659,,226,,109,,96,,55,,44,,25,,39,,0,,14,,0,,14,,29,,46,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4828200,"Gardendale CDP, Texas",48,28200
76,,43,,72,,42,,57,,37,,15,,18,,13,,17,,2,,4,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,6,,0,,14,,0,,14,,1600000US4801108,"Ackerly city, Texas",48,01108
325,,77,,304,,71,,260,,63,,44,,23,,35,,22,,5,,8,,0,,14,,4,,5,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,13,,15,,0,,14,,8,,8,,1600000US4873592,"Trenton city, Texas",48,73592
4606,,510,,4300,,558,,3682,,525,,618,,242,,541,,218,,77,,83,,0,,21,,0,,21,,0,,21,,98,,129,,0,,21,,0,,21,,0,,21,,98,,129,,0,,21,,0,,21,,0,,21,,0,,21,,114,,79,,0,,21,,94,,90,,1600000US4804504,"Athens city, Texas",48,04504
481,,146,,466,,143,,342,,120,,124,,85,,101,,62,,20,,31,,3,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,5,,12,,13,,1600000US4807852,"Berryville town, Texas",48,07852
124,,42,,111,,41,,98,,37,,13,,10,,11,,11,,0,,14,,0,,14,,2,,3,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,3,,11,,10,,1600000US4824228,"Enchanted Oaks town, Texas",48,24228
182,,65,,176,,63,,164,,61,,12,,11,,12,,11,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,7,,1600000US4843354,"Log Cabin city, Texas",48,43354
1630,,444,,1453,,428,,1396,,423,,57,,36,,34,,34,,11,,17,,12,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,177,,128,,1600000US4812508,"Canutillo CDP, Texas",48,12508
137,,96,,108,,68,,68,,52,,40,,52,,40,,52,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,29,,55,,0,,14,,1600000US4849411,"Morning Glory CDP, Texas",48,49411
85,,49,,64,,44,,59,,40,,5,,8,,5,,8,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,21,,29,,0,,14,,0,,14,,1600000US4877380,"Westbrook city, Texas",48,77380
1321,,104,,1287,,104,,1107,,130,,180,,75,,120,,65,,24,,16,,36,,37,,0,,14,,0,,14,,7,,12,,0,,14,,0,,14,,7,,12,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,5,,24,,18,,1600000US4822588,"Edgecliff Village town, Texas",48,22588
612,,121,,563,,115,,533,,113,,30,,26,,27,,26,,0,,14,,0,,14,,0,,14,,3,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,10,,8,,0,,14,,39,,29,,1600000US4829408,"Gholson city, Texas",48,29408
652,,110,,635,,111,,581,,108,,54,,35,,43,,33,,0,,14,,0,,14,,7,,9,,4,,5,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,12,,14,,0,,14,,5,,7,,1600000US4846824,"Mart city, Texas",48,46824
614,,130,,598,,128,,575,,131,,23,,21,,23,,21,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,4,,5,,8,,8,,13,,1600000US4874732,"Valley Mills city, Texas",48,74732
3809,,312,,3590,,339,,3281,,357,,309,,111,,269,,111,,13,,21,,27,,29,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,17,,27,,0,,19,,17,,31,,185,,80,,1600000US4880224,"Woodway city, Texas",48,80224
8187,,653,,7765,,642,,7278,,687,,487,,209,,379,,206,,76,,80,,0,,21,,32,,54,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,38,,45,,0,,21,,76,,93,,0,,21,,308,,190,,1600000US4811080,"Buda city, Texas",48,11080
2074,,280,,1892,,282,,1652,,261,,240,,126,,184,,107,,56,,69,,0,,14,,0,,14,,0,,14,,16,,25,,16,,25,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1,,4,,22,,19,,143,,71,,1600000US4821424,"Dripping Springs city, Texas",48,21424
63,,21,,57,,20,,51,,19,,6,,5,,3,,5,,3,,4,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1,,3,,0,,14,,0,,14,,0,,14,,5,,4,,1600000US4832906,"Hays city, Texas",48,32906
66,,47,,60,,44,,60,,44,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,11,,0,,14,,0,,14,,1600000US4819708,"Dell City city, Texas",48,19708
351,,84,,317,,74,,305,,73,,12,,10,,6,,7,,3,,4,,0,,14,,0,,14,,3,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,34,,25,,1600000US4815172,"Clarksville City city, Texas",48,15172
6706,,443,,6205,,452,,5709,,471,,496,,185,,272,,131,,111,,79,,48,,53,,65,,91,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,184,,149,,41,,72,,276,,202,,1600000US4839124,"Kilgore city, Texas",48,39124
205,,79,,189,,74,,171,,70,,18,,17,,14,,15,,4,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,9,,14,,0,,14,,7,,8,,1600000US4832840,"Hawley city, Texas",48,32840
4486,,307,,4143,,312,,3811,,314,,332,,143,,260,,139,,72,,46,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,107,,68,,56,,54,,180,,91,,1600000US4836008,"Ingleside city, Texas",48,36008
1018,,214,,963,,212,,934,,207,,29,,26,,21,,22,,6,,9,,0,,14,,2,,5,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,14,,18,,41,,28,,1600000US4831715,"Hackberry town, Texas",48,31715
7234,,309,,6921,,296,,5999,,354,,922,,253,,851,,245,,69,,56,,0,,21,,0,,21,,2,,5,,18,,28,,18,,28,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,56,,56,,158,,103,,81,,67,,1600000US4849800,"Mount Pleasant city, Texas",48,49800
42,,27,,42,,27,,32,,24,,10,,14,,10,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4849320,"Moran city, Texas",48,49320
1721,,307,,1665,,306,,1278,,270,,387,,224,,387,,224,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,21,,33,,35,,57,,1600000US4813732,"Center city, Texas",48,13732
596,,106,,529,,97,,455,,85,,74,,51,,52,,44,,19,,20,,0,,14,,3,,5,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,37,,25,,0,,14,,30,,22,,1600000US4815196,"Claude city, Texas",48,15196
411,,149,,387,,140,,369,,138,,18,,16,,8,,7,,6,,12,,0,,14,,0,,14,,4,,7,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,9,,12,,0,,14,,15,,18,,1600000US4804156,"Arp city, Texas",48,04156
1070,,293,,1007,,284,,817,,261,,190,,106,,120,,81,,44,,51,,26,,26,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,29,,46,,0,,14,,34,,45,,1600000US4874895,"Val Verde Park CDP, Texas",48,74895
102,,39,,89,,43,,57,,24,,32,,25,,22,,23,,6,,11,,0,,14,,0,,14,,4,,5,,3,,5,,3,,5,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,7,,6,,0,,14,,3,,7,,1600000US4817612,"Creedmoor city, Texas",48,17612
32784,,1048,,29074,,1201,,26415,,1138,,2659,,570,,2056,,454,,438,,280,,104,,109,,39,,42,,22,,28,,127,,102,,80,,69,,0,,32,,47,,75,,0,,32,,0,,32,,18,,29,,39,,51,,106,,81,,209,,152,,219,,119,,2992,,546,,1600000US4857176,"Pflugerville city, Texas",48,57176
199,,195,,160,,188,,160,,188,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,39,,61,,1600000US4838518,"K-Bar Ranch CDP, Texas",48,38518
46,,28,,46,,28,,35,,23,,11,,18,,11,,18,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4807636,"Benjamin city, Texas",48,07636
145,,41,,128,,38,,124,,38,,4,,7,,4,,7,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8,,9,,4,,6,,5,,5,,1600000US4872476,"Texline town, Texas",48,72476
5235,,341,,5136,,349,,4394,,329,,742,,221,,509,,156,,165,,165,,29,,26,,39,,43,,0,,21,,30,,38,,30,,38,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,7,,12,,0,,21,,20,,28,,0,,21,,42,,46,,1600000US4809556,"Borger city, Texas",48,09556
490,,91,,438,,85,,383,,88,,55,,31,,24,,23,,0,,14,,23,,25,,8,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,33,,24,,19,,22,,0,,14,,1600000US4844032,"Lorenzo city, Texas",48,44032
125,,80,,119,,80,,109,,75,,10,,14,,7,,13,,3,,5,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,8,,1600000US4863476,"Round Mountain town, Texas",48,63476
669,,174,,617,,154,,478,,130,,139,,64,,135,,64,,4,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,6,,0,,14,,2,,4,,6,,10,,40,,39,,1600000US4809748,"Boyd town, Texas",48,09748
10477,,424,,9258,,441,,8751,,458,,507,,156,,371,,147,,108,,70,,0,,21,,28,,42,,0,,21,,189,,95,,148,,88,,36,,31,,5,,7,,0,,21,,0,,21,,28,,31,,0,,21,,21,,25,,230,,118,,98,,73,,653,,188,,1600000US4801240,"Addison town, Texas",48,01240
1375,,203,,1333,,196,,1207,,205,,126,,73,,103,,60,,4,,7,,19,,32,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,16,,24,,6,,10,,0,,19,,20,,16,,1600000US4835612,"Hutchins city, Texas",48,35612
125548,,1467,,114220,,1530,,100510,,1869,,13710,,1009,,10466,,846,,2069,,480,,774,,258,,331,,128,,70,,53,,1784,,358,,1223,,290,,113,,81,,369,,141,,79,,56,,0,,32,,325,,171,,84,,54,,226,,131,,1814,,304,,1684,,328,,5411,,510,,1600000US4837000,"Irving city, Texas",48,37000
18475,,939,,17328,,883,,15478,,817,,1850,,453,,1561,,447,,161,,108,,128,,113,,0,,29,,0,,29,,422,,233,,410,,233,,10,,15,,2,,5,,0,,29,,0,,29,,5,,17,,11,,20,,45,,42,,45,,56,,107,,98,,512,,197,,1600000US4841212,"Lancaster city, Texas",48,41212
322,,136,,317,,135,,282,,118,,35,,33,,35,,33,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,6,,1600000US4844176,"Lott city, Texas",48,44176
335,,112,,286,,99,,257,,95,,29,,24,,8,,10,,8,,12,,13,,20,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,5,,0,,14,,5,,9,,41,,35,,1600000US4850876,"New Chapel Hill city, Texas",48,50876
4273,,383,,4068,,467,,3823,,454,,245,,166,,136,,120,,109,,92,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,205,,169,,1600000US4878388,"Whitehouse city, Texas",48,78388
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4840966,"Lake View CDP, Texas",48,40966
388,,72,,284,,55,,251,,49,,33,,17,,25,,15,,5,,6,,3,,5,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,5,,9,,7,,75,,36,,0,,14,,16,,22,,1600000US4860608,"Randolph AFB CDP, Texas",48,60608
51,,59,,51,,59,,13,,30,,38,,53,,38,,53,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4861040,"Redfield CDP, Texas",48,61040
398,,140,,398,,140,,398,,140,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4861124,"Redland CDP, Texas",48,61124
8,,12,,8,,12,,0,,14,,8,,12,,0,,14,,8,,12,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4861454,"Regino Ramirez CDP, Texas",48,61454
268,,120,,242,,117,,242,,117,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,12,,19,,0,,14,,14,,23,,1600000US4861724,"Ricardo CDP, Texas",48,61724
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4862318,"Rivereno CDP, Texas",48,62318
262,,127,,229,,117,,203,,99,,26,,33,,0,,14,,26,,33,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,8,,6,,10,,22,,30,,1600000US4862468,"Riviera CDP, Texas",48,62468
620,,224,,435,,173,,435,,173,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,185,,214,,1600000US4863332,"Rosharon CDP, Texas",48,63332
848,,299,,829,,297,,574,,244,,255,,134,,178,,125,,22,,37,,55,,55,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,10,,15,,4,,9,,5,,9,,1600000US4863350,"Rosita CDP, Texas",48,63350
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4864442,"Sammy Martinez CDP, Texas",48,64442
386,,146,,353,,140,,338,,137,,15,,24,,15,,24,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,33,,32,,1600000US4864460,"Sam Rayburn CDP, Texas",48,64460
140,,136,,114,,102,,89,,76,,25,,40,,25,,40,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,26,,41,,1600000US4865049,"San Carlos I CDP, Texas",48,65049
51,,54,,51,,54,,51,,54,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4865050,"San Carlos II CDP, Texas",48,65050
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4865210,"Sandoval CDP, Texas",48,65210
6796,,360,,5982,,378,,5587,,342,,395,,144,,303,,109,,10,,17,,68,,85,,0,,21,,14,,22,,11,,18,,11,,18,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,30,,22,,93,,59,,54,,51,,626,,144,,1600000US4877956,"West University Place city, Texas",48,77956
8140,,612,,7188,,683,,6396,,878,,792,,369,,511,,190,,281,,287,,0,,21,,0,,21,,0,,21,,115,,103,,95,,99,,20,,33,,0,,21,,0,,21,,0,,21,,54,,90,,0,,21,,0,,21,,479,,298,,0,,21,,304,,160,,1600000US4835348,"Humble city, Texas",48,35348
1733,,167,,1659,,161,,1578,,159,,81,,62,,81,,62,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,74,,46,,1600000US4835480,"Hunters Creek Village city, Texas",48,35480
1497,,236,,1484,,232,,1207,,205,,277,,133,,203,,108,,43,,64,,31,,44,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,13,,22,,0,,19,,0,,19,,1600000US4859012,"Post city, Texas",48,59012
1132,,149,,1106,,146,,945,,177,,161,,96,,130,,90,,31,,37,,0,,14,,0,,14,,0,,14,,4,,7,,0,,14,,0,,14,,0,,14,,0,,14,,4,,7,,0,,14,,0,,14,,0,,14,,7,,12,,10,,11,,5,,11,,1600000US4825104,"Fairfield city, Texas",48,25104
5440,,371,,4737,,393,,3795,,389,,942,,366,,575,,236,,114,,74,,187,,245,,0,,21,,66,,93,,26,,44,,0,,21,,0,,21,,0,,21,,26,,44,,0,,21,,0,,21,,15,,24,,51,,55,,276,,152,,31,,42,,304,,140,,1600000US4827348,"Fredericksburg city, Texas",48,27348
3025,,449,,2947,,454,,2694,,449,,253,,222,,224,,227,,29,,44,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,63,,59,,0,,19,,15,,29,,1600000US4879408,"Willis city, Texas",48,79408
186,,120,,165,,116,,142,,113,,23,,22,,15,,15,,8,,15,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,5,,18,,28,,0,,14,,1600000US4874312,"Union Grove city, Texas",48,74312
2157,,193,,2108,,203,,1676,,261,,432,,144,,198,,92,,178,,95,,56,,48,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,16,,25,,0,,14,,33,,46,,1600000US4845996,"Madisonville city, Texas",48,45996
1295,,222,,1244,,225,,1182,,227,,62,,72,,62,,72,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,51,,46,,1600000US4801390,"Agua Dulce CDP, Texas",48,01390
44,,43,,33,,39,,33,,39,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,11,,17,,1600000US4860644,"Rangerville village, Texas",48,60644
90,,42,,81,,41,,81,,41,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,9,,13,,0,,14,,1600000US4851984,"North Cleveland city, Texas",48,51984
10244,,465,,8545,,542,,7875,,532,,670,,162,,575,,154,,91,,49,,4,,6,,0,,25,,0,,25,,19,,22,,0,,25,,19,,22,,0,,25,,0,,25,,0,,25,,0,,25,,16,,21,,0,,25,,16,,19,,79,,46,,1569,,273,,1600000US4859696,"Prosper town, Texas",48,59696
428,,102,,376,,94,,346,,91,,30,,17,,28,,17,,2,,3,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1,,3,,4,,5,,47,,21,,1600000US4864220,"St. Paul town, Texas",48,64220
365,,148,,350,,145,,309,,138,,41,,36,,35,,35,,2,,4,,4,,9,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,5,,0,,14,,12,,14,,1600000US4854216,"Ore City city, Texas",48,54216
364,,110,,337,,108,,298,,98,,39,,32,,39,,32,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,6,,3,,5,,19,,15,,1600000US4836020,"Ingleside on the Bay city, Texas",48,36020
250,,71,,247,,72,,232,,66,,15,,17,,11,,16,,4,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,4,,1600000US4840472,"Lake City town, Texas",48,40472
224,,85,,218,,86,,186,,78,,32,,23,,32,,23,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,3,,4,,4,,1600000US4851756,"Noonday city, Texas",48,51756
14687,,762,,13275,,755,,11929,,722,,1346,,243,,830,,204,,307,,119,,128,,82,,81,,102,,0,,29,,93,,92,,12,,26,,0,,29,,81,,87,,0,,29,,0,,29,,0,,29,,123,,92,,59,,49,,335,,164,,524,,230,,278,,115,,1600000US4819792,"Del Rio city, Texas",48,19792
945,,164,,919,,161,,724,,166,,195,,71,,186,,66,,9,,15,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,19,,31,,7,,11,,1600000US4819672,"De Leon city, Texas",48,19672
769,,125,,745,,124,,493,,121,,252,,94,,103,,64,,112,,110,,37,,47,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,12,,18,,0,,14,,12,,19,,1600000US4847628,"Menard city, Texas",48,47628
361,,114,,317,,109,,308,,106,,9,,12,,9,,12,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8,,13,,0,,14,,33,,28,,0,,14,,3,,5,,1600000US4858568,"Point Comfort city, Texas",48,58568
823,,129,,814,,127,,788,,125,,26,,26,,22,,25,,4,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,9,,12,,1600000US4845228,"Lyford city, Texas",48,45228
122,,89,,122,,89,,122,,89,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4860458,"Ranchette Estates CDP, Texas",48,60458
18830,,969,,17436,,990,,15105,,1026,,2331,,630,,1847,,585,,294,,166,,150,,116,,16,,26,,24,,30,,283,,150,,283,,150,,0,,29,,0,,29,,0,,29,,0,,29,,0,,29,,0,,29,,14,,21,,83,,85,,95,,71,,919,,309,,1600000US4848772,"Mission Bend CDP, Texas",48,48772
37542,,993,,34985,,1011,,31112,,1218,,3873,,557,,3010,,525,,497,,226,,152,,128,,96,,77,,118,,103,,449,,155,,438,,151,,11,,19,,0,,32,,0,,32,,0,,32,,100,,82,,11,,18,,18,,29,,109,,76,,203,,130,,1667,,332,,1600000US4848804,"Missouri City city, Texas",48,48804
